# Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
15,sunday,adult,male,junior high,employee,experienced,truck,owner,unknown,no,church,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
8,monday,young,male,elementary,employee,junior,truck,owner,unknown,no,other,oneway,tangent flat,no junction,asphalt,wet,daylight,other,vehicle,2,1,straight,driver,male,young,3,self-employed,normal,none,distance,slight
8,monday,minor,male,elementary,employee,experienced,truck,owner,unknown,no,other,undivided,tangent flat,no junction,dirt,wet,daylight,other,vehicle,2,1,straight,driver,female,young,3,driver,normal,none,backward,slight
13,monday,senior,male,junior high,employee,experienced,bus,owner,unknown,no,other,twoway broken lines,tangent flat,y shape,asphalt,wet,daylight,normal,roadside object,2,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,overtaking,slight
13,monday,senior,male,junior high,employee,junior,bus,governmental,unknown,no,residential,other,tangent flat,y shape,asphalt,wet,daylight,normal,vehicle,2,2,exiting,driver,male,senior,3,driver,normal,none,lane change left,slight
17,thursday,young,male,junior high,owner,experienced,car,owner,aged,no,school,other,tangent flat,no junction,asphalt,wet,lights,raining,vehicle,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
19,wednesday,adult,male,high school,owner,veteran,car,owner,aged,no,church,twoway broken lines,tangent flat,no junction,asphalt,wet,lights,unknown,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,overtaking,slight
19,wednesday,unknown,female,unknown,owner,novice,car,owner,aged,no,other,other,tangent flat,no junction,asphalt,wet,lights,unknown,vehicle,2,1,rollover,driver,female,minor,3,driver,normal,none,overloading,slight
17,friday,unknown,male,basic literacy,owner,experienced,other,owner,new,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,unknown,vehicle,2,1,backward,pedestrian,male,senior,3,driver,normal,nearside crossing,other,slight
17,friday,young,male,higher education,employee,veteran,bus,owner,used,unknown,office,undivided,tangent flat,y shape,asphalt,dry,lights,unknown,vehicle,2,1,straight,driver,female,young,2,unknown,unknown,none,priority violation,slight
8,wednesday,senior,male,high school,employee,novice,car,owner,used,unknown,office,twoway broken lines,tangent flat,y shape,asphalt,wet,daylight,normal,vehicle,2,1,backward,pedestrian,female,senior,3,driver,normal,nearside crossing,lane change right,slight
8,wednesday,minor,male,junior high,employee,junior,car,owner,used,no,other,undivided,tangent flat,y shape,asphalt,wet,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,backward,slight
0,saturday,unknown,female,junior high,employee,veteran,car,owner,new,no,hospital,undivided,tangent flat,no junction,asphalt,dry,lights,normal,rollover,2,1,unknown,driver,male,young,3,driver,normal,none,lane change left,slight
0,saturday,young,male,junior high,owner,veteran,car,owner,used,unknown,other,undivided,tangent flat,no junction,dirt,dry,lights,normal,vehicle,2,1,straight,driver,male,adult,3,driver,normal,none,pedestrian violation,slight
16,friday,young,male,junior high,employee,veteran,car,owner,unknown,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,unknown,pedestrian,female,minor,3,driver,normal,nearside crossing blocked,distance,slight
16,friday,young,male,junior high,employee,unlicensed,unknown,owner,unknown,unknown,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,2,2,straight,driver,male,adult,3,self-employed,normal,none,priority violation,slight
16,friday,unknown,male,junior high,employee,junior,unknown,unknown,unknown,unknown,other,double carriageway,tangent flat,y shape,asphalt,dry,daylight,normal,roadside object,2,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,none,distance,slight
14,sunday,young,male,illiterate,owner,junior,pickup,governmental,unknown,no,other,twoway broken lines,tangent grade,other,asphalt,wet,daylight,raining,vehicle,4,2,straight,driver,male,young,3,self-employed,normal,none,distance,slight
14,sunday,minor,male,junior high,owner,novice,special,owner,aged,no,hospital,twoway broken lines,tangent flat,other,dirt,wet,daylight,raining,vehicle,4,2,straight,unknown,unknown,unknown,unknown,driver,normal,none,backward,slight
14,sunday,young,male,junior high,owner,junior,pickup,unknown,aged,no,other,twoway broken lines,tangent flat,other,asphalt,wet,daylight,raining,vehicle,4,2,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,slight
14,sunday,senior,male,junior high,owner,intermediate,other,owner,unknown,no,other,oneway,tangent flat,other,asphalt,wet,daylight,raining,roadside object,4,2,straight,driver,male,adult,3,unknown,unknown,none,pedestrian violation,slight
13,friday,adult,male,unknown,owner,experienced,car,owner,used,no,other,twoway broken lines,tangent grade,other,asphalt,wet,daylight,normal,vehicle,2,1,straight,passenger,female,minor,3,driver,normal,none,backward,serious
13,friday,minor,male,unknown,owner,veteran,pickup,owner,unknown,unknown,office,twoway broken lines,tangent flat,other,asphalt,wet,daylight,normal,vehicle,2,1,other,driver,male,minor,3,driver,normal,none,improper exit,serious
8,tuesday,unknown,male,junior high,owner,intermediate,truck,owner,unknown,unknown,residential,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,1,1,other,driver,male,minor,3,driver,normal,none,overtaking,slight
18,monday,senior,male,elementary,owner,veteran,truck,owner,used,no,other,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,vehicle,2,1,straight,passenger,male,adult,3,self-employed,normal,none,overloading,slight
18,monday,adult,male,basic literacy,owner,experienced,car,owner,unknown,unknown,residential,twoway broken lines,tangent flat,y shape,asphalt,dry,lights,normal,roadside object,2,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,lane change right,slight
11,tuesday,unknown,male,unknown,owner,unknown,car,owner,unknown,unknown,other,undivided,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,2,1,exiting,passenger,female,senior,3,self-employed,normal,none,parking violation,slight
11,tuesday,young,male,junior high,owner,experienced,pickup,owner,used,unknown,residential,double carriageway,tangent flat,crossing,other,dry,daylight,normal,vehicle,2,1,straight,passenger,male,minor,3,driver,normal,none,other,slight
6,wednesday,unknown,female,junior high,owner,novice,pickup,owner,unknown,unknown,office,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,passenger,female,young,3,driver,normal,none,lane change left,serious
6,wednesday,young,male,junior high,owner,intermediate,truck,owner,old,unknown,office,twoway broken lines,tangent grade,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,lane change right,serious
13,wednesday,adult,male,elementary,employee,intermediate,bus,owner,unknown,unknown,office,double carriageway,tangent flat,t shape,asphalt,dry,daylight,unknown,vehicle,2,1,straight,unknown,unknown,unknown,unknown,unknown,unknown,none,pedestrian violation,serious
13,wednesday,young,male,junior high,employee,intermediate,other,owner,unknown,unknown,recreational,twoway broken lines,tangent flat,t shape,asphalt,dry,daylight,unknown,pedestrian,2,1,straight,driver,male,young,3,self-employed,normal,none,speeding,serious
9,wednesday,unknown,male,junior high,employee,intermediate,car,owner,unknown,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,dry,daylight,unknown,vehicle,2,1,exiting,driver,male,adult,3,driver,normal,none,lane change left,slight
9,wednesday,young,male,junior high,employee,experienced,car,owner,unknown,unknown,other,other,tangent flat,y shape,asphalt,dry,daylight,unknown,vehicle,2,1,straight,pedestrian,female,adult,3,driver,normal,none,priority violation,slight
13,friday,senior,male,junior high,employee,experienced,car,owner,old,unknown,other,twoway broken lines,tangent flat,y shape,asphalt,wet,daylight,raining,roadside object,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,lane change right,slight
13,friday,unknown,female,junior high,employee,veteran,truck,owner,unknown,unknown,other,double carriageway,tangent flat,y shape,dirt,wet,daylight,raining,vehicle,2,1,other,passenger,female,senior,3,driver,normal,none,distance,slight
1,sunday,senior,male,elementary,employee,experienced,car,owner,used,no,other,undivided,tangent mountain,no junction,asphalt,dry,lights,normal,vehicle,2,2,straight,driver,male,young,3,driver,normal,none,pedestrian violation,slight
1,sunday,adult,male,junior high,employee,experienced,truck,owner,used,no,office,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,pedestrian,2,2,straight,unknown,unknown,unknown,unknown,unknown,normal,none,distance,slight
1,sunday,adult,male,junior high,employee,veteran,bus,owner,aged,no,office,twoway broken lines,tangent flat,no junction,asphalt,dry,lights,normal,vehicle,2,2,straight,driver,male,young,3,driver,normal,none,priority violation,slight
8,friday,senior,male,elementary,owner,unknown,car,owner,unknown,no,office,oneway,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,1,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,other,slight
12,tuesday,unknown,male,junior high,owner,experienced,car,owner,aged,no,residential,double carriageway,tangent flat,no junction,asphalt,dry,daylight,normal,pedestrian,2,1,straight,pedestrian,male,adult,3,self-employed,normal,none,careless,slight
12,tuesday,adult,male,junior high,employee,experienced,car,governmental,new,no,recreational,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,pedestrian,2,1,backward,unknown,unknown,unknown,unknown,unknown,normal,none,lane change left,slight
10,thursday,minor,male,junior high,employee,novice,unknown,owner,unknown,no,church,double carriageway,tangent flat,y shape,asphalt,dry,daylight,normal,pedestrian,2,1,other,driver,male,young,3,self-employed,normal,none,careless,serious
10,thursday,senior,male,unknown,unknown,unknown,truck,owner,unknown,no,office,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,roadside object,2,1,straight,driver,male,adult,3,driver,normal,none,lane change left,serious
14,sunday,adult,male,junior high,employee,experienced,truck,owner,unknown,no,other,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,pedestrian,female,senior,2,driver,normal,none,priority violation,slight
14,sunday,senior,male,junior high,employee,experienced,car,owner,unknown,unknown,residential,other,downhill,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,driver,female,young,3,unknown,normal,none,distance,slight
14,sunday,adult,male,junior high,employee,veteran,car,owner,unknown,no,school,other,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,passenger,female,young,3,driver,normal,none,lane change right,slight
14,sunday,adult,male,high school,employee,veteran,bus,owner,recent,no,office,twoway broken lines,tangent flat,unknown,asphalt,dry,daylight,normal,vehicle,3,2,straight,passenger,female,young,3,driver,normal,none,lane change right,slight
12,tuesday,adult,male,junior high,employee,veteran,bus,owner,aged,no,other,other,tangent flat,crossing,asphalt,dry,daylight,normal,vehicle,1,1,straight,unknown,unknown,unknown,unknown,driver,normal,none,high speed,slight
17,tuesday,unknown,male,junior high,employee,veteran,car,owner,unknown,no,other,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,unknown,vehicle,1,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,distance,slight
14,saturday,young,male,junior high,employee,veteran,bus,organization,used,unknown,office,twoway broken lines,tangent mountain,y shape,asphalt,dry,daylight,normal,pedestrian,3,1,straight,driver,male,senior,3,driver,normal,none,lane change right,slight
14,saturday,young,male,junior high,employee,veteran,bus,owner,unknown,unknown,office,twoway broken lines,tangent flat,y shape,dirt,dry,daylight,normal,roadside object,3,1,straight,driver,male,young,3,driver,normal,none,lane change left,slight
14,saturday,young,male,junior high,employee,experienced,truck,owner,old,unknown,other,undivided,tangent flat,y shape,asphalt,dry,daylight,normal,vehicle,3,1,backward,unknown,unknown,unknown,unknown,unknown,normal,none,improper exit,slight
18,saturday,minor,male,junior high,employee,intermediate,car,owner,old,no,office,twoway broken lines,tangent flat,no junction,unknown,dry,daylight,normal,vehicle,1,1,backward,unknown,unknown,unknown,unknown,driver,normal,none,other,slight
16,saturday,unknown,male,junior high,employee,novice,truck,owner,used,no,industrial,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,unknown,vehicle,1,1,rollover,driver,male,young,2,unknown,unknown,none,other,serious
16,sunday,young,male,junior high,employee,novice,unknown,owner,unknown,no,office,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,2,other,driver,male,senior,3,unknown,unknown,none,distance,slight
16,sunday,adult,male,junior high,employee,intermediate,car,owner,unknown,unknown,other,undivided,tangent flat,no junction,asphalt,dry,daylight,normal,train,2,2,other,unknown,unknown,unknown,unknown,unknown,unknown,none,priority violation,slight
6,wednesday,adult,male,elementary,employee,novice,car,owner,aged,unknown,other,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,driver,male,young,3,self-employed,normal,none,overtaking,serious
6,wednesday,senior,male,junior high,employee,novice,unknown,owner,unknown,unknown,office,twoway broken lines,tangent flat,no junction,asphalt,dry,daylight,normal,vehicle,2,1,straight,unknown,unknown,unknown,unknown,self-employed,normal,none,pedestrian violation,serious
15,monday,adult,male,unknown,employee,experienced,car,owner,unknown,unknown,office,other,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,3,1,other,driver,male,young,2,self-employed,normal,none,lane change right,slight
15,monday,young,male,basic literacy,employee,novice,car,owner,unknown,unknown,residential,other,tangent flat,unknown,asphalt,wet,daylight,normal,vehicle,3,1,straight,pedestrian,male,senior,3,driver,normal,unknown,careless,slight
